risk_score,risk_severity,vuln_id,aliases,component,version,version_confirmed,type,source_layer,ecosystem,min_depth,dependents,cvss_base,cvss_source,depth_weight,fanin_factor,summary,reference
4.7,MEDIUM,DEBIAN-CVE-2019-7309,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.5,cvss-lib(v3),0.85,1.0,"In the GNU C Library (aka glibc or libc6) through 2.29, the memcmp function for the x32 architecture can incorrectly return zero (indicating that the inputs are equal) because the RDX most signific...",https://security-tracker.debian.org/tracker/CVE-2019-7309
4.5,MEDIUM,DEBIAN-CVE-2016-10739,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.3,cvss-lib(v3),0.85,1.0,"In the GNU C Library (aka glibc or libc6) through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, wh...",https://security-tracker.debian.org/tracker/CVE-2016-10739
4.5,MEDIUM,DEBIAN-CVE-2019-1010024,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.3,cvss-lib(v3),0.85,1.0,"GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may bypass ASLR using cache of thread stack and heap. The component is: glibc. NOTE: Upstream comments indicate ""this is ...",https://security-tracker.debian.org/tracker/CVE-2019-1010024
4.5,MEDIUM,DEBIAN-CVE-2019-1010025,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.3,cvss-lib(v3),0.85,1.0,"GNU Libc current is affected by: Mitigation bypass. The impact is: Attacker may guess the heap addresses of pthread_created thread. The component is: glibc. NOTE: the vendor's position is ""ASLR byp...",https://security-tracker.debian.org/tracker/CVE-2019-1010025
4.2,MEDIUM,DEBIAN-CVE-2002-0651,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Buffer overflow in the DNS resolver code used in libc, glibc, and libbind, as derived from ISC BIND, allows remote malicious DNS servers to cause a denial of service and possibly execute arbitrary ...",https://security-tracker.debian.org/tracker/CVE-2002-0651
4.2,MEDIUM,DEBIAN-CVE-2002-0684,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Buffer overflow in DNS resolver functions that perform lookup of network names and addresses, as used in BIND 4.9.8 and ported to glibc 2.2.5 and earlier, allows remote malicious DNS servers to exe...",https://security-tracker.debian.org/tracker/CVE-2002-0684
4.2,MEDIUM,DEBIAN-CVE-2002-1146,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The BIND 4 and BIND 8.2.x stub resolver libraries, and other libraries such as glibc 2.2.5 and earlier, libc, and libresolv, use the maximum buffer size instead of the actual size when processing a...",https://security-tracker.debian.org/tracker/CVE-2002-1146
4.2,MEDIUM,DEBIAN-CVE-2003-0028,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Integer overflow in the xdrmem_getbytes() function, and possibly other functions, of XDR (external data representation) libraries derived from SunRPC, including libnsl, libc, glibc, and dietlibc, a...",https://security-tracker.debian.org/tracker/CVE-2003-0028
4.2,MEDIUM,DEBIAN-CVE-2003-0689,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,The getgrouplist function in GNU libc (glibc) 2.2.4 and earlier allows attackers to cause a denial of service (segmentation fault) and execute arbitrary code when a user is a member of a large numb...,https://security-tracker.debian.org/tracker/CVE-2003-0689
4.2,MEDIUM,DEBIAN-CVE-2004-0968,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,The catchsegv script in glibc 2.3.2 and earlier allows local users to overwrite files via a symlink attack on temporary files.,https://security-tracker.debian.org/tracker/CVE-2004-0968
4.2,MEDIUM,DEBIAN-CVE-2004-1382,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The glibcbug script in glibc 2.3.4 and earlier allows local users to overwrite arbitrary files via a symlink attack on temporary files, a different vulnerability than CVE-2004-0968.",https://security-tracker.debian.org/tracker/CVE-2004-1382
4.2,MEDIUM,DEBIAN-CVE-2004-1453,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"GNU glibc 2.3.4 before 2.3.4.20040619, 2.3.3 before 2.3.3.20040420, and 2.3.2 before 2.3.2-r10 does not restrict the use of LD_DEBUG for a setuid program, which allows local users to gain sensitive...",https://security-tracker.debian.org/tracker/CVE-2004-1453
4.2,MEDIUM,DEBIAN-CVE-2007-3508,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Integer overflow in the process_envvars function in elf/rtld.c in glibc before 2.5-rc4 might allow local users to execute arbitrary code via a large LD_HWCAP_MASK environment variable value.  NOTE:...,https://security-tracker.debian.org/tracker/CVE-2007-3508
4.2,MEDIUM,DEBIAN-CVE-2007-4840,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,PHP 5.2.4 and earlier allows context-dependent attackers to cause a denial of service (application crash) via (1) a long string in the out_charset parameter to the iconv function; or a long string ...,https://security-tracker.debian.org/tracker/CVE-2007-4840
4.2,MEDIUM,DEBIAN-CVE-2008-0122,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Off-by-one error in the inet_network function in libbind in ISC BIND 9.4.2 and earlier, as used in libc in FreeBSD 6.2 through 7.0-PRERELEASE, allows context-dependent attackers to cause a denial o...",https://security-tracker.debian.org/tracker/CVE-2008-0122
4.2,MEDIUM,DEBIAN-CVE-2008-1367,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"gcc 4.3.x does not generate a cld instruction while compiling functions used for string manipulation such as memcpy and memmove on x86 and i386, which can prevent the direction flag (DF) from being...",https://security-tracker.debian.org/tracker/CVE-2008-1367
4.2,MEDIUM,DEBIAN-CVE-2008-1391,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Multiple integer overflows in libc in NetBSD 4.x, FreeBSD 6.x and 7.x, and probably other BSD and Apple Mac OS platforms allow context-dependent attackers to execute arbitrary code via large values...",https://security-tracker.debian.org/tracker/CVE-2008-1391
4.2,MEDIUM,DEBIAN-CVE-2009-4880,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Multiple integer overflows in the strfmon implementation in the GNU C Library (aka glibc or libc6) 2.10.1 and earlier allow context-dependent attackers to cause a denial of service (memory consumpt...,https://security-tracker.debian.org/tracker/CVE-2009-4880
4.2,MEDIUM,DEBIAN-CVE-2009-4881,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Integer overflow in the __vstrfmon_l function in stdlib/strfmon_l.c in the strfmon implementation in the GNU C Library (aka glibc or libc6) before 2.10.1 allows context-dependent attackers to cause...,https://security-tracker.debian.org/tracker/CVE-2009-4881
4.2,MEDIUM,DEBIAN-CVE-2009-5029,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Integer overflow in the __tzfile_read function in glibc before 2.15 allows context-dependent attackers to cause a denial of service (crash) and possibly execute arbitrary code via a crafted timezon...,https://security-tracker.debian.org/tracker/CVE-2009-5029
4.2,MEDIUM,DEBIAN-CVE-2009-5064,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,ldd in the GNU C Library (aka glibc or libc6) 2.13 and earlier allows local users to gain privileges via a Trojan horse executable file linked with a modified loader that omits certain LD_TRACE_LOA...,https://security-tracker.debian.org/tracker/CVE-2009-5064
4.2,MEDIUM,DEBIAN-CVE-2010-0015,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"nis/nss_nis/nis-pwd.c in the GNU C Library (aka glibc or libc6) 2.7 and Embedded GLIBC (EGLIBC) 2.10.2 adds information from the passwd.adjunct.byname map to entries in the passwd map, which allows...",https://security-tracker.debian.org/tracker/CVE-2010-0015
4.2,MEDIUM,DEBIAN-CVE-2010-0296,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The encode_name macro in misc/mntent_r.c in the GNU C Library (aka glibc or libc6) 2.11.1 and earlier, as used by ncpmount and mount.cifs, does not properly handle newline characters in mountpoint ...",https://security-tracker.debian.org/tracker/CVE-2010-0296
4.2,MEDIUM,DEBIAN-CVE-2010-0830,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Integer signedness error in the elf_get_dynamic_info function in elf/dynamic-link.h in ld.so in the GNU C Library (aka glibc or libc6) 2.0.1 through 2.11.1, when the --verify option is used, allows...",https://security-tracker.debian.org/tracker/CVE-2010-0830
4.2,MEDIUM,DEBIAN-CVE-2010-3847,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"elf/dl-load.c in ld.so in the GNU C Library (aka glibc or libc6) through 2.11.2, and 2.12.x through 2.12.1, does not properly handle a value of $ORIGIN for the LD_AUDIT environment variable, which ...",https://security-tracker.debian.org/tracker/CVE-2010-3847
4.2,MEDIUM,DEBIAN-CVE-2010-3856,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"ld.so in the GNU C Library (aka glibc or libc6) before 2.11.3, and 2.12.x before 2.12.2, does not properly restrict use of the LD_AUDIT environment variable to reference dynamic shared objects (DSO...",https://security-tracker.debian.org/tracker/CVE-2010-3856
4.2,MEDIUM,DEBIAN-CVE-2010-4051,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The regcomp implementation in the GNU C Library (aka glibc or libc6) through 2.11.3, and 2.12.x through 2.12.2, allows context-dependent attackers to cause a denial of service (application crash) v...",https://security-tracker.debian.org/tracker/CVE-2010-4051
4.2,MEDIUM,DEBIAN-CVE-2010-4052,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Stack consumption vulnerability in the regcomp implementation in the GNU C Library (aka glibc or libc6) through 2.11.3, and 2.12.x through 2.12.2, allows context-dependent attackers to cause a deni...",https://security-tracker.debian.org/tracker/CVE-2010-4052
4.2,MEDIUM,DEBIAN-CVE-2010-4756,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,The glob implementation in the GNU C Library (aka glibc or libc6) allows remote authenticated users to cause a denial of service (CPU and memory consumption) via crafted glob expressions that do no...,https://security-tracker.debian.org/tracker/CVE-2010-4756
4.2,MEDIUM,DEBIAN-CVE-2011-1071,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,The GNU C Library (aka glibc or libc6) before 2.12.2 and Embedded GLIBC (EGLIBC) allow context-dependent attackers to execute arbitrary code or cause a denial of service (memory consumption) via a ...,https://security-tracker.debian.org/tracker/CVE-2011-1071
4.2,MEDIUM,DEBIAN-CVE-2011-1089,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The addmntent function in the GNU C Library (aka glibc or libc6) 2.13 and earlier does not report an error status for failed attempts to write to the /etc/mtab file, which makes it easier for local...",https://security-tracker.debian.org/tracker/CVE-2011-1089
4.2,MEDIUM,DEBIAN-CVE-2011-1095,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"locale/programs/locale.c in locale in the GNU C Library (aka glibc or libc6) before 2.13 does not quote its output, which might allow local users to gain privileges via a crafted localization envir...",https://security-tracker.debian.org/tracker/CVE-2011-1095
4.2,MEDIUM,DEBIAN-CVE-2011-1659,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Integer overflow in posix/fnmatch.c in the GNU C Library (aka glibc or libc6) 2.13 and earlier allows context-dependent attackers to cause a denial of service (application crash) via a long UTF8 st...,https://security-tracker.debian.org/tracker/CVE-2011-1659
4.2,MEDIUM,DEBIAN-CVE-2012-3404,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The vfprintf function in stdio-common/vfprintf.c in libc in GNU C Library (aka glibc) 2.12 and other versions does not properly calculate a buffer length, which allows context-dependent attackers t...",https://security-tracker.debian.org/tracker/CVE-2012-3404
4.2,MEDIUM,DEBIAN-CVE-2012-3405,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The vfprintf function in stdio-common/vfprintf.c in libc in GNU C Library (aka glibc) 2.14 and other versions does not properly calculate a buffer length, which allows context-dependent attackers t...",https://security-tracker.debian.org/tracker/CVE-2012-3405
4.2,MEDIUM,DEBIAN-CVE-2012-3406,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The vfprintf function in stdio-common/vfprintf.c in GNU C Library (aka glibc) 2.5, 2.12, and probably other versions does not ""properly restrict the use of"" the alloca function when allocating the ...",https://security-tracker.debian.org/tracker/CVE-2012-3406
4.2,MEDIUM,DEBIAN-CVE-2012-3480,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Multiple integer overflows in the (1) strtod, (2) strtof, (3) strtold, (4) strtod_l, and other unspecified ""related functions"" in stdlib in GNU C Library (aka glibc or libc6) 2.16 allow local users...",https://security-tracker.debian.org/tracker/CVE-2012-3480
4.2,MEDIUM,DEBIAN-CVE-2012-4412,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Integer overflow in string/strcoll_l.c in the GNU C Library (aka glibc or libc6) 2.17 and earlier allows context-dependent attackers to cause a denial of service (crash) or possibly execute arbitra...,https://security-tracker.debian.org/tracker/CVE-2012-4412
4.2,MEDIUM,DEBIAN-CVE-2012-4424,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Stack-based buffer overflow in string/strcoll_l.c in the GNU C Library (aka glibc or libc6) 2.17 and earlier allows context-dependent attackers to cause a denial of service (crash) or possibly exec...,https://security-tracker.debian.org/tracker/CVE-2012-4424
4.2,MEDIUM,DEBIAN-CVE-2012-6656,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"iconvdata/ibm930.c in GNU C Library (aka glibc) before 2.16 allows context-dependent attackers to cause a denial of service (out-of-bounds read) via a multibyte character value of ""0xffff"" to the i...",https://security-tracker.debian.org/tracker/CVE-2012-6656
4.2,MEDIUM,DEBIAN-CVE-2013-0242,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Buffer overflow in the extend_buffers function in the regular expression matcher (posix/regexec.c) in glibc, possibly 2.17 and earlier, allows context-dependent attackers to cause a denial of servi...",https://security-tracker.debian.org/tracker/CVE-2013-0242
4.2,MEDIUM,DEBIAN-CVE-2013-1914,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Stack-based buffer overflow in the getaddrinfo function in sysdeps/posix/getaddrinfo.c in GNU C Library (aka glibc or libc6) 2.17 and earlier allows remote attackers to cause a denial of service (c...,https://security-tracker.debian.org/tracker/CVE-2013-1914
4.2,MEDIUM,DEBIAN-CVE-2013-2207,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"pt_chown in GNU C Library (aka glibc or libc6) before 2.18 does not properly check permissions for tty files, which allows local users to change the permission on the files and obtain access to arb...",https://security-tracker.debian.org/tracker/CVE-2013-2207
4.2,MEDIUM,DEBIAN-CVE-2013-4237,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,sysdeps/posix/readdir_r.c in the GNU C Library (aka glibc or libc6) 2.18 and earlier allows context-dependent attackers to cause a denial of service (out-of-bounds write and crash) or possibly exec...,https://security-tracker.debian.org/tracker/CVE-2013-4237
4.2,MEDIUM,DEBIAN-CVE-2013-4332,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Multiple integer overflows in malloc/malloc.c in the GNU C Library (aka glibc or libc6) 2.18 and earlier allow context-dependent attackers to cause a denial of service (heap corruption) via a large...,https://security-tracker.debian.org/tracker/CVE-2013-4332
4.2,MEDIUM,DEBIAN-CVE-2013-4458,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Stack-based buffer overflow in the getaddrinfo function in sysdeps/posix/getaddrinfo.c in GNU C Library (aka glibc or libc6) 2.18 and earlier allows remote attackers to cause a denial of service (c...,https://security-tracker.debian.org/tracker/CVE-2013-4458
4.2,MEDIUM,DEBIAN-CVE-2013-4788,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The PTR_MANGLE implementation in the GNU C Library (aka glibc or libc6) 2.4, 2.17, and earlier, and Embedded GLIBC (EGLIBC) does not initialize the random value for the pointer guard, which makes i...",https://security-tracker.debian.org/tracker/CVE-2013-4788
4.2,MEDIUM,DEBIAN-CVE-2013-7423,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The send_dg function in resolv/res_send.c in GNU C Library (aka glibc or libc6) before 2.20 does not properly reuse file descriptors, which allows remote attackers to send DNS queries to unintended...",https://security-tracker.debian.org/tracker/CVE-2013-7423
4.2,MEDIUM,DEBIAN-CVE-2013-7424,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The getaddrinfo function in glibc before 2.15, when compiled with libidn and the AI_IDN flag is used, allows context-dependent attackers to cause a denial of service (invalid free) and possibly exe...",https://security-tracker.debian.org/tracker/CVE-2013-7424
4.2,MEDIUM,DEBIAN-CVE-2014-0475,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Multiple directory traversal vulnerabilities in GNU C Library (aka glibc or libc6) before 2.20 allow context-dependent attackers to bypass ForceCommand restrictions and possibly have other unspecif...,https://security-tracker.debian.org/tracker/CVE-2014-0475
4.2,MEDIUM,DEBIAN-CVE-2014-4043,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The posix_spawn_file_actions_addopen function in glibc before 2.20 does not copy its path argument in accordance with the POSIX specification, which allows context-dependent attackers to trigger us...",https://security-tracker.debian.org/tracker/CVE-2014-4043
4.2,MEDIUM,DEBIAN-CVE-2014-5119,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Off-by-one error in the __gconv_translit_find function in gconv_trans.c in GNU C Library (aka glibc) allows context-dependent attackers to cause a denial of service (crash) or execute arbitrary cod...,https://security-tracker.debian.org/tracker/CVE-2014-5119
4.2,MEDIUM,DEBIAN-CVE-2014-6040,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"GNU C Library (aka glibc) before 2.20 allows context-dependent attackers to cause a denial of service (out-of-bounds read and crash) via a multibyte character value of ""0xffff"" to the iconv functio...",https://security-tracker.debian.org/tracker/CVE-2014-6040
4.2,MEDIUM,DEBIAN-CVE-2014-7817,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The wordexp function in GNU C Library (aka glibc) 2.21 does not enforce the WRDE_NOCMD flag, which allows context-dependent attackers to execute arbitrary commands, as demonstrated by input contain...",https://security-tracker.debian.org/tracker/CVE-2014-7817
4.2,MEDIUM,DEBIAN-CVE-2014-8121,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"DB_LOOKUP in nss_files/files-XXX.c in the Name Service Switch (NSS) in GNU C Library (aka glibc or libc6) 2.21 and earlier does not properly check if a file is open, which allows remote attackers t...",https://security-tracker.debian.org/tracker/CVE-2014-8121
4.2,MEDIUM,DEBIAN-CVE-2014-9402,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The nss_dns implementation of getnetbyname in GNU C Library (aka glibc) before 2.21, when the DNS backend in the Name Service Switch configuration is enabled, allows remote attackers to cause a den...",https://security-tracker.debian.org/tracker/CVE-2014-9402
4.2,MEDIUM,DEBIAN-CVE-2015-0235,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"Heap-based buffer overflow in the __nss_hostname_digits_dots function in glibc 2.2, and other 2.x versions before 2.18, allows context-dependent attackers to execute arbitrary code via vectors rela...",https://security-tracker.debian.org/tracker/CVE-2015-0235
4.2,MEDIUM,DEBIAN-CVE-2015-1472,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The ADDW macro in stdio-common/vfscanf.c in the GNU C Library (aka glibc or libc6) before 2.21 does not properly consider data-type size during memory allocation, which allows context-dependent att...",https://security-tracker.debian.org/tracker/CVE-2015-1472
4.2,MEDIUM,DEBIAN-CVE-2015-1473,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,The ADDW macro in stdio-common/vfscanf.c in the GNU C Library (aka glibc or libc6) before 2.21 does not properly consider data-type size during a risk-management decision for use of the alloca func...,https://security-tracker.debian.org/tracker/CVE-2015-1473
4.2,MEDIUM,DEBIAN-CVE-2015-1781,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Buffer overflow in the gethostbyname_r and other unspecified NSS functions in the GNU C Library (aka glibc or libc6) before 2.22 allows context-dependent attackers to cause a denial of service (cra...,https://security-tracker.debian.org/tracker/CVE-2015-1781
4.2,MEDIUM,DEBIAN-CVE-2015-5277,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,The get_contents function in nss_files/files-XXX.c in the Name Service Switch (NSS) in GNU C Library (aka glibc or libc6) before 2.20 might allow local users to cause a denial of service (heap corr...,https://security-tracker.debian.org/tracker/CVE-2015-5277
4.2,MEDIUM,DEBIAN-CVE-2017-1000366,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"glibc contains a vulnerability that allows specially crafted LD_LIBRARY_PATH values to manipulate the heap/stack, causing them to alias, potentially resulting in arbitrary code execution. Please no...",https://security-tracker.debian.org/tracker/CVE-2017-1000366
4.2,MEDIUM,DEBIAN-CVE-2017-1000408,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"A memory leak in glibc 2.1.1 (released on May 24, 1999) can be reached and amplified through the LD_HWCAP_MASK environment variable. Please note that many versions of glibc are not vulnerable to th...",https://security-tracker.debian.org/tracker/CVE-2017-1000408
4.2,MEDIUM,DEBIAN-CVE-2017-1000409,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"A buffer overflow in glibc 2.5 (released on September 29, 2006) and can be triggered through the LD_LIBRARY_PATH environment variable. Please note that many versions of glibc are not vulnerable to ...",https://security-tracker.debian.org/tracker/CVE-2017-1000409
4.2,MEDIUM,DEBIAN-CVE-2017-12132,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The DNS stub resolver in the GNU C Library (aka glibc or libc6) before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-pa...",https://security-tracker.debian.org/tracker/CVE-2017-12132
4.2,MEDIUM,DEBIAN-CVE-2017-12133,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,Use-after-free vulnerability in the clntudp_call function in sunrpc/clnt_udp.c in the GNU C Library (aka glibc or libc6) before 2.26 allows remote attackers to have unspecified impact via vectors r...,https://security-tracker.debian.org/tracker/CVE-2017-12133
4.2,MEDIUM,DEBIAN-CVE-2017-15670,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The GNU C Library (aka glibc or libc6) before 2.27 contains an off-by-one error leading to a heap-based buffer overflow in the glob function in glob.c, related to the processing of home directories...",https://security-tracker.debian.org/tracker/CVE-2017-15670
4.2,MEDIUM,DEBIAN-CVE-2017-15671,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The glob function in glob.c in the GNU C Library (aka glibc or libc6) before 2.27, when invoked with GLOB_TILDE, could skip freeing allocated memory when processing the ~ operator with a long user ...",https://security-tracker.debian.org/tracker/CVE-2017-15671
4.2,MEDIUM,DEBIAN-CVE-2017-15804,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,The glob function in glob.c in the GNU C Library (aka glibc or libc6) before 2.27 contains a buffer overflow during unescaping of user names with the ~ operator.,https://security-tracker.debian.org/tracker/CVE-2017-15804
4.2,MEDIUM,DEBIAN-CVE-2017-16997,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"elf/dl-load.c in the GNU C Library (aka glibc or libc6) 2.19 through 2.26 mishandles RPATH and RUNPATH containing $ORIGIN for a privileged (setuid or AT_SECURE) program, which allows local users to...",https://security-tracker.debian.org/tracker/CVE-2017-16997
4.2,MEDIUM,DEBIAN-CVE-2017-18269,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,An SSE2-optimized memmove implementation for i386 in sysdeps/i386/i686/multiarch/memcpy-sse2-unaligned.S in the GNU C Library (aka glibc or libc6) 2.21 through 2.27 does not correctly perform the o...,https://security-tracker.debian.org/tracker/CVE-2017-18269
4.2,MEDIUM,DEBIAN-CVE-2020-10029,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The GNU C Library (aka glibc or libc6) before 2.32 could overflow an on-stack buffer during range reduction if an input to an 80-bit long double function contains a non-canonical bit pattern, a see...",https://security-tracker.debian.org/tracker/CVE-2020-10029
4.2,MEDIUM,DEBIAN-CVE-2020-1751,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"An out-of-bounds write vulnerability was found in glibc before 2.31 when handling signal trampolines on PowerPC. Specifically, the backtrace function did not properly check the array bounds when st...",https://security-tracker.debian.org/tracker/CVE-2020-1751
4.2,MEDIUM,DEBIAN-CVE-2020-1752,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,A use-after-free vulnerability introduced in glibc upstream version 2.14 was found in the way the tilde expansion was carried out. Directory paths containing an initial tilde followed by a valid us...,https://security-tracker.debian.org/tracker/CVE-2020-1752
4.2,MEDIUM,DEBIAN-CVE-2020-27618,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails...",https://security-tracker.debian.org/tracker/CVE-2020-27618
4.2,MEDIUM,DEBIAN-CVE-2020-29562,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,"The iconv function in the GNU C Library (aka glibc or libc6) 2.30 to 2.32, when converting UCS4 text containing an irreversible character, fails an assertion in the code path and aborts the program...",https://security-tracker.debian.org/tracker/CVE-2020-29562
4.2,MEDIUM,DEBIAN-CVE-2020-29573,,glibc,,False,system,shared-lib,Debian,2,matplotlib;torch,5.0,unknown,0.85,1.0,sysdeps/i386/ldbl2mpn.c in the GNU C Library (aka glibc or libc6) before 2.23 on x86 targets has a stack-based buffer overflow if the input to any of the printf family of functions is an 80-bit lon...,https://security-tracker.debian.org/tracker/CVE-2020-29573
